taxon,true_label,reference_predicted_label,reference_predicted_probability,mean_absolute_probability_change_reference_class,probability_sd_reference_class,probability_interval_width_reference_class,classification_switching_rate,prediction_agreement_rate
hCoV-19/USA/NY-Wadsworth-21023804-01/2021,B.1.1.7,B.1.1.7,0.33666667,0.0419,0.04873493,0.18033335,0.285,0.7150000000000001
hCoV-19/India/MH-ICMR-NIV-INSAGOG-nCoV-301440/2021,B.1.617.1,B.1.617.2,0.25333333,0.045766667,0.034376334,0.13683333,0.16,0.84
hCoV-19/Israel/24075179/2021,B.1.1.7,B.1.1.7,0.9633333,0.012600023,0.0145558035,0.05008334,0.0,1.0
hCoV-19/England/QEUH-1ED5F60/2021,AY.4,AY.4,1.0,0.0012833321,0.0020730393,0.0066666603,0.0,1.0
hCoV-19/England/MILK-2D22EFC/2021,BA.1,BA.1,0.75333333,0.038766664,0.047098994,0.18691659,0.0,1.0
hCoV-19/England/CAMC-12DF885/2021,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/QEUH-1C5FA9C/2021,AY.4,AY.4,0.86333334,0.0557,0.07207018,0.2735833,0.0,1.0
hCoV-19/England/MILK-1C5EA8E/2021,AY.4,AY.4,0.6933333,0.044283334,0.05329715,0.19691664,0.0,1.0
hCoV-19/Australia/NSW-ICPMR-7159/2021,B.1.617.2,B.1.617.2,0.49,0.10454999,0.081825994,0.31383333,0.0,1.0
hCoV-19/France/NOR-76052659/2021,B.1.525,B.1.525,0.8933333,0.043983325,0.052640583,0.21666664,0.0,1.0
hCoV-19/USA/NE-NCOV21-24750/2021,B.1.617.2,B.1.617.2,0.47666666,0.044650003,0.052923005,0.2035,0.35,0.65
hCoV-19/Peru/CUS-INS-1431/2021,C.37,C.37,0.9633333,0.013533348,0.017329207,0.06349999,0.0,1.0
hCoV-19/France/IDF-HMN-21032100372/2021,P.2,B.1.617.2,0.21,0.025633333,0.031210467,0.113500014,0.345,0.655
hCoV-19/England/ALDP-1FA4B29/2021,AY.4,AY.4,0.81333333,0.04291667,0.052124403,0.19716662,0.0,1.0
hCoV-19/England/ALDP-12ABAE6/2021,B.1.1.7,B.1.1.7,0.52,0.059433337,0.07178019,0.28025,0.0,1.0
hCoV-19/Spain/CT-HUVH-EX01066/2021,B.1.525,B.1.525,0.8333333,0.052116662,0.06259254,0.23025,0.0,1.0
hCoV-19/England/ALDP-1DAA967/2021,B.1.617.2,AY.4,0.63666666,0.04975,0.06152468,0.23041666,0.0,1.0
hCoV-19/Ecuador/NIC-INSPI-339742/2021,B.1.621,B.1.621,0.25666666,0.048800003,0.05831496,0.20358333,0.05,0.95
hCoV-19/India/TG-CCMB-CIA4696/2021,B.1.617.3,B.1.617.1,0.42333335,0.06638332,0.05704577,0.22349995,0.0,1.0
hCoV-19/England/MILK-1A0BCB9/2021,AY.4,AY.4,0.7633333,0.03533333,0.04287807,0.15674996,0.0,1.0
hCoV-19/Ireland/D-NVRL-21IRL21641/2021,B.1.1.7,P.2,0.44333333,0.07605,0.06484124,0.26666665,0.63,0.37
hCoV-19/Wales/PHWC-PDX6JI/2021,AY.4,B.1.617.2,0.35666665,0.05535001,0.05385319,0.20374995,0.105,0.895
hCoV-19/Denmark/DCGC-147873/2021,B.1.617.2,B.1.617.2,0.21666667,0.030199997,0.03361433,0.13349998,0.195,0.8049999999999999
hCoV-19/Botswana/R50B02_BHP_362184700/2021,BA.1,BA.1,0.94666666,0.023249991,0.027989037,0.103583336,0.0,1.0
hCoV-19/England/BRBR-2DB576C/2021,BA.1,BA.1,0.9266667,0.039916668,0.053413875,0.19683331,0.0,1.0
hCoV-19/England/PLYM-1F88727/2021,AY.4,AY.4,0.57666665,0.053516664,0.06369003,0.24024999,0.0,1.0
hCoV-19/USA/MN-MDH-8174/2021,B.1.429,P.1,0.25666666,0.03753333,0.045330573,0.18008333,0.11,0.89
hCoV-19/Denmark/DCGC-179320/2021,B.1.617.2,B.1.617.2,0.76666665,0.06955001,0.0627147,0.21008337,0.0,1.0
hCoV-19/Italy/LAZ-IFO-07163044/2021,B.1.617.2,B.1.617.2,0.89666665,0.024366667,0.029486269,0.10350001,0.0,1.0
hCoV-19/USA/TX-BSWTemple-ILL-R16-0093/2021,P.1,P.1,0.99666667,0.003299997,0.004396965,0.01666665,0.0,1.0
hCoV-19/USA/CA-SEARCH-16676/2021,B.1.429,B.1.617.1,0.26666668,0.034650005,0.0399151,0.147,0.3,0.7
hCoV-19/Denmark/DCGC-131196/2021,B.1.617.2,B.1.617.2,0.75333333,0.048616663,0.04329734,0.17341667,0.0,1.0
hCoV-19/England/ALDP-12B9E43/2021,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/USA/IN-CDC-LC0028164/2021,P.2,P.2,0.86,0.08045001,0.082884416,0.27666664,0.0,1.0
hCoV-19/Denmark/DCGC-182439/2021,B.1.617.2,B.1.617.2,0.74666667,0.055166665,0.046638455,0.16683334,0.0,1.0
hCoV-19/France/NOR-76050734/2021,B.1.525,B.1.525,0.56,0.05105,0.059663016,0.2204166,0.0,1.0
hCoV-19/Mexico/NAY_INER_IMSS_1923/2021,B.1.621,B.1.621,0.84,0.058699984,0.06404758,0.26016665,0.0,1.0
hCoV-19/England/MILK-16844E1/2021,AY.4,AY.4,0.35666665,0.08435001,0.060145453,0.22366664,0.075,0.925
hCoV-19/England/ALDP-1DBBE46/2021,AY.4,AY.4,0.48333332,0.045183334,0.053186145,0.19675002,0.245,0.755
hCoV-19/England/CAMB-A9F066/2021,B.1.1.7,B.1.1.7,1.0,0.00014999986,0.0006910132,0.0033333302,0.0,1.0
hCoV-19/England/OXON-F5210D/2020,B.1.1.7,B.1.1.7,1.0,0.0001333332,0.00065319677,0.0033333302,0.0,1.0
hCoV-19/England/NEWC-1E434D7/2021,AY.4,AY.4,0.79333335,0.039083336,0.04641951,0.17358333,0.0,1.0
hCoV-19/USA/TX-CDC-ASC210035074/2021,B.1.427,B.1.429,0.36,0.03505,0.0442141,0.17399997,0.005,0.995
hCoV-19/England/ALDP-1F8DA0B/2021,B.1.617.2,B.1.617.2,0.77666664,0.04068332,0.040348478,0.17008328,0.0,1.0
hCoV-19/Italy/EMR-C061-21-04/2021,B.1.617.2,B.1.617.2,0.81,0.035049997,0.043937553,0.1801666,0.0,1.0
hCoV-19/India/TN-CL_561_S17_R1_001/2021,B.1.617.1,B.1.617.1,0.35666665,0.0857,0.101484306,0.38333333,0.41,0.5900000000000001
hCoV-19/England/WSFT-25D02DB/2021,B.1.1.7,B.1.1.7,0.29,0.062916666,0.05016078,0.20699999,0.01,0.99
hCoV-19/Canada/AB-ABPHL-15959/2021,A.23.1,A.23.1,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/SHEF-10E3A3F/2021,B.1.617.2,AY.4,0.75666666,0.052449994,0.06473276,0.25366664,0.0,1.0
hCoV-19/USA/CA-CDC-QDX24940872/2021,C.37,C.37,0.95,0.028433323,0.027380768,0.109999955,0.0,1.0
hCoV-19/Denmark/DCGC-146322/2021,B.1.617.2,B.1.617.2,0.7133333,0.047233343,0.058677804,0.22675002,0.0,1.0
hCoV-19/Switzerland/GE-DIA161340306801/2021,B.1.617.2,B.1.617.2,0.7966667,0.04881667,0.060173616,0.26341665,0.0,1.0
hCoV-19/Kenya/C101865/2021,B.1.351,B.1.351,0.36,0.08958334,0.094431594,0.32708335,0.155,0.845
hCoV-19/Scotland/QEUH-1C55D33/2021,B.1.617.2,AY.4,0.72,0.05259998,0.046848208,0.18366665,0.0,1.0
hCoV-19/USA/PA-CDC-LC0060949/2021,B.1.526,B.1.526,0.6766667,0.124283336,0.117264844,0.4633333,0.06,0.94
hCoV-19/England/MILK-C61335/2020,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/Brazil/RJ-FIOCRUZ-31269/2021,P.1,P.1,0.73333335,0.070966676,0.08305066,0.32416666,0.0,1.0
hCoV-19/Canada/BC-BCCDC-55882/2021,B.1.617.1,B.1.617.1,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/Finland/THL-202105113/2021,B.1.1.7,B.1.1.7,0.28666666,0.08823333,0.1049768,0.397,0.15,0.85
hCoV-19/Mexico/NAY-LANGEBIO_IMSS_1294/2021,P.1,P.1,0.71666664,0.05901665,0.058289923,0.22683328,0.0,1.0
hCoV-19/England/ALDP-115C2CF/2021,B.1.1.7,B.1.1.7,0.7966667,0.029516654,0.030798046,0.110249996,0.0,1.0
hCoV-19/England/QEUH-1BD0E89/2021,AY.4,AY.4,0.88,0.03721666,0.037257954,0.14675003,0.0,1.0
hCoV-19/England/ALDP-1F9E533/2021,AY.4,AY.4,0.7133333,0.028483337,0.03593812,0.14358336,0.0,1.0
hCoV-19/England/NEWC-20CEA19/2021,AY.4,AY.4,0.97,0.039066695,0.021304661,0.08008331,0.0,1.0
hCoV-19/USA/NY-CDC-QDX24840053/2021,B.1.526,B.1.526,0.66333336,0.09075002,0.05182631,0.20341668,0.0,1.0
hCoV-19/England/ALDP-115D6B3/2021,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/Canada/NB-NML-8762/2021,A.23.1,A.23.1,1.0,0.002949997,0.0038322788,0.013333321,0.0,1.0
hCoV-19/USA/FL-CDC-LC0069870/2021,B.1.526,B.1.526,0.41666666,0.06821667,0.0835795,0.3170833,0.15,0.85
hCoV-19/Wales/ALDP-2032658/2021,B.1.617.2,B.1.617.2,0.92,0.049166676,0.05484989,0.21341664,0.0,1.0
hCoV-19/England/CAMC-BD13C8/2020,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/Scotland/QEUH-1A0F013/2021,B.1.617.2,B.1.617.2,0.33333334,0.06651667,0.08479088,0.34025002,0.58,0.42000000000000004
hCoV-19/Singapore/5052/2021,B.1.617.2,B.1.617.2,0.74,0.048500005,0.05276556,0.21341664,0.0,1.0
hCoV-19/USA/PA-CDC-STM-000067595/2021,B.1.351,B.1.351,0.74,0.051449995,0.0669929,0.27358335,0.0,1.0
hCoV-19/Netherlands/GE-RIVM-16200/2021,B.1.1.7,B.1.1.7,0.9866667,0.0053833295,0.007214469,0.026666641,0.0,1.0
hCoV-19/England/OXON-F5510A/2021,B.1.1.7,B.1.1.7,1.0,0.00096666574,0.0018734977,0.0066666603,0.0,1.0
hCoV-19/Belgium/CHUNamur13422742/2021,B.1.1.7,B.1.351,0.16,0.049750004,0.040079,0.15016666,0.06,0.94
hCoV-19/England/NEWC-20D0504/2021,AY.4,AY.4,0.9866667,0.014966671,0.013382378,0.053333342,0.0,1.0
hCoV-19/Ireland/WX-NVRL-23IRL20437/2021,B.1.525,B.1.525,0.7,0.2236,0.2718903,0.75041664,0.35,0.65
hCoV-19/Denmark/DCGC-154860/2021,AY.4,AY.4,0.7033333,0.045266666,0.056189124,0.21691662,0.0,1.0
hCoV-19/Mexico/JAL-InDRE-F11741-S1184/2021,P.2,P.2,0.87666667,0.033266664,0.040756512,0.14083332,0.0,1.0
hCoV-19/England/MILK-2D8B4E0/2021,BA.1,BA.1,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/Switzerland/VD-CHUV-GEN5989/2021,B.1.621,B.1.429,0.38666666,0.06379999,0.060150404,0.23675,0.18,0.8200000000000001
hCoV-19/USA/SC-MUSC-0726/2021,B.1.429,B.1.429,0.6933333,0.06148333,0.06952729,0.27016664,0.0,1.0
hCoV-19/England/NEWC-20D3C75/2021,AY.4,AY.4,0.91333336,0.03401669,0.022868654,0.08675003,0.0,1.0
hCoV-19/SouthAfrica/NHLS-UCT-GS-B766/2021,B.1.525,B.1.525,0.96666664,0.014800003,0.017213015,0.06666666,0.0,1.0
hCoV-19/Mexico/GUA-InDRE_FB16222_S2583/2021,B.1.621,B.1.621,1.0,0.006666664,0.012974334,0.04341668,0.0,1.0
hCoV-19/Angola/CERI-KRISP-K012705/2021,B.1.617.1,B.1.429,0.31666666,0.044783335,0.05485172,0.19691665,0.015,0.985
hCoV-19/Brazil/AP-FIOCRUZ-32296/2021,P.2,P.2,0.9533333,0.04774998,0.025089702,0.09683329,0.0,1.0
hCoV-19/Canada/ABPHL-13373/2021,A.23.1,A.23.1,0.9633333,0.054416645,0.045974553,0.17675,0.0,1.0
hCoV-19/England/MILK-2D4B26A/2021,BA.1,BA.1,1.0,3.33333e-05,0.0003316622,0.0,0.0,1.0
hCoV-19/Norway/5602/2021,B.1.1.7,B.1.1.7,1.0,4.999995e-05,0.00040517448,0.0,0.0,1.0
hCoV-19/USA/IA-SHL-1844272/2021,B.1.617.2,B.1.617.2,0.9866667,0.012816668,0.012714817,0.050000012,0.0,1.0
hCoV-19/Denmark/DCGC-126896/2021,B.1.617.2,B.1.617.2,0.91333336,0.02189999,0.023146966,0.08674997,0.0,1.0
hCoV-19/USA/FL-CDC-LC0081712/2021,B.1.526,B.1.526,0.9,0.15615,0.20570596,0.65716666,0.0,1.0
hCoV-19/USA/FL-CDC-LC0161717/2021,B.1.621,B.1.621,0.99666667,0.03443333,0.025079345,0.096916676,0.0,1.0
hCoV-19/Scotland/CVR10875/2021,AY.4,B.1.351,0.31333333,0.050950002,0.04873876,0.18008333,0.07,0.9299999999999999
hCoV-19/England/MILK-1688BF7/2021,B.1.617.2,B.1.617.2,0.67,0.035133332,0.041729234,0.1534167,0.0,1.0
hCoV-19/USA/CA-SEARCH-13835/2021,B.1.1.7,B.1.1.7,0.93333334,0.034316663,0.041868098,0.15683335,0.0,1.0
hCoV-19/Philippines/PH-PGC-46002/2021,B.1.351,B.1.351,0.41,0.050783332,0.054336887,0.21341664,0.11,0.89
hCoV-19/USA/CA-TCPHL-040521-26/2021,B.1.429,B.1.429,0.8,0.07141666,0.07829139,0.30691665,0.0,1.0
hCoV-19/England/MILK-12A5D7A/2021,B.1.1.7,B.1.1.7,1.0,3.33333e-05,0.0003316622,0.0,0.0,1.0
hCoV-19/Denmark/DCGC-261825/2021,BA.1,BA.1,0.8333333,0.06653332,0.06436796,0.25349998,0.0,1.0
hCoV-19/England/QEUH-12E7468/2021,B.1.1.7,B.1.1.7,1.0,6.66666e-05,0.0004666662,0.0,0.0,1.0
hCoV-19/SouthAfrica/VIDA-KRISP-K012408/2020,B.1.351,B.1.351,0.48333332,0.09616667,0.11337192,0.424,0.015,0.985
hCoV-19/England/CAMC-129352C/2021,B.1.1.7,B.1.1.7,1.0,0.00024999975,0.00093911804,0.0033333302,0.0,1.0
hCoV-19/England/ALDP-1F83E54/2021,AY.4,AY.4,0.62333333,0.037399996,0.045285404,0.18333328,0.0,1.0
hCoV-19/Turkey/HSGM-GF12640/2021,B.1.525,B.1.525,0.19666667,0.030100003,0.03700563,0.13708334,0.345,0.655
hCoV-19/USA/CA-SEARCH-13629/2021,B.1.429,B.1.429,0.98333335,0.07708334,0.084767,0.25341666,0.0,1.0
hCoV-19/England/MILK-1ED6B10/2021,AY.4,AY.4,0.8066667,0.037516657,0.031067917,0.12341666,0.0,1.0
hCoV-19/England/MILK-1E63565/2021,AY.4,AY.4,0.37666667,0.03813333,0.037835184,0.15033334,0.16,0.84
hCoV-19/Denmark/DCGC-128243/2021,B.1.617.2,B.1.617.2,0.78333336,0.040566653,0.04328592,0.17008328,0.0,1.0
hCoV-19/Mexico/CMX-INMEGEN-06-03-82/2021,P.1,P.1,0.46,0.07748334,0.055090733,0.21333331,0.23,0.77
hCoV-19/Denmark/DCGC-169737/2021,AY.4,B.1.617.2,0.80333334,0.030183326,0.03684107,0.1435833,0.0,1.0
hCoV-19/Uganda/UG182/2020,A.23.1,A.23.1,0.8333333,0.042333335,0.05311104,0.19349998,0.0,1.0
hCoV-19/England/PLYM-1F81560/2021,B.1.617.2,B.1.617.2,0.45666668,0.0375,0.0468605,0.18349999,0.535,0.46499999999999997
hCoV-19/Scotland/QEUH-1E47804/2021,B.1.617.2,B.1.617.2,0.79,0.032549992,0.034942932,0.13008332,0.0,1.0
hCoV-19/England/MILK-1983CD8/2021,AY.4,AY.4,0.9533333,0.018133335,0.022775332,0.08675003,0.0,1.0
hCoV-19/Australia/NSW-ICPMR-9286/2021,B.1.617.2,B.1.617.2,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/PHWC-4CCCCC/2021,B.1.1.7,B.1.1.7,0.78333336,0.030033331,0.036708932,0.1434167,0.0,1.0
hCoV-19/Brazil/RJ-LNN03077/2021,P.1,P.1,0.99666667,0.0037166632,0.0049826037,0.01666665,0.0,1.0
hCoV-19/France/NAQ-CHU-TLS-211021356001/2021,B.1.617.1,B.1.617.1,0.33,0.06655001,0.07186606,0.277,0.285,0.7150000000000001
hCoV-19/England/ALDP-1E4C571/2021,B.1.617.2,B.1.617.2,0.6066667,0.051916663,0.06483276,0.27358335,0.0,1.0
hCoV-19/France/IDF-IPP14034/2021,B.1.351,B.1.351,0.99,0.0060666623,0.007818705,0.029999971,0.0,1.0
hCoV-19/USA/MN-CDC-IBX582422684527/2021,B.1.525,B.1.525,0.22,0.055783335,0.052284412,0.18708333,0.6,0.4
hCoV-19/USA/TX-CDC-FG-122392/2021,B.1.617.2,B.1.617.2,0.91333336,0.024449987,0.02379747,0.096666634,0.0,1.0
hCoV-19/USA/FL-CDC-LC0082537/2021,P.1,P.1,0.83666664,0.063566655,0.061691925,0.22683334,0.0,1.0
hCoV-19/Bulgaria/21BG-NC_001000_Run6/2021,B.1.1.7,B.1.1.7,0.7033333,0.052533343,0.04061952,0.1633333,0.0,1.0
hCoV-19/England/BRBR-204675E/2021,AY.4.2,AY.4.2,0.46333334,0.116583325,0.11319211,0.39016667,0.5,0.5
hCoV-19/England/BRBR-2725CF5/2021,AY.4,B.1.617.2,0.46,0.03805,0.046629675,0.1636667,0.615,0.385
hCoV-19/Chile/BI-127631/2021,C.37,C.37,0.99333334,0.01318333,0.014480632,0.050000012,0.0,1.0
hCoV-19/England/PLYM-167CEA2/2021,AY.4,AY.4,0.5833333,0.07755,0.09575344,0.38025,0.03,0.97
hCoV-19/Zimbabwe/ZW-42294/2020,B.1.351,B.1.351,0.14333333,0.03728333,0.025786381,0.09666666,0.9,0.09999999999999998
hCoV-19/Scotland/QEUH-2DB1D04/2021,BA.1,BA.1,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/India/AP-CCMB-BN943/2021,B.1.617.1,B.1.617.1,0.91,0.029783344,0.034623656,0.12341666,0.0,1.0
hCoV-19/England/ALDP-203E8A1/2021,AY.4,AY.4,0.88,0.025166664,0.029744076,0.116666675,0.0,1.0
hCoV-19/USA/CA-QDX-4247/2021,P.2,P.2,0.97333336,0.01663335,0.01828552,0.06341666,0.0,1.0
hCoV-19/USA/CA-CDC-ASC210003238/2021,B.1.427,B.1.427,0.85333335,0.088833354,0.078106984,0.28358328,0.0,1.0
hCoV-19/England/PLYM-1F8B083/2021,AY.4,AY.4,0.70666665,0.06273334,0.07476495,0.27674997,0.0,1.0
hCoV-19/Mexico/TAB-InDRE_FB17808_S3675/2021,P.1,P.1,0.66333336,0.048450015,0.048825968,0.18374997,0.0,1.0
hCoV-19/Denmark/DCGC-147850/2021,B.1.1.7,B.1.1.7,0.45333335,0.049683344,0.048523694,0.18691662,0.175,0.825
hCoV-19/Lithuania/LTU000_41805/2021,B.1.1.7,B.1.1.7,0.5233333,0.05578334,0.06850051,0.26033333,0.01,0.99
hCoV-19/England/CAMC-1298BCB/2021,B.1.1.7,B.1.1.7,1.0,0.0013833321,0.0022180425,0.0066666603,0.0,1.0
hCoV-19/Sweden/21-50627/2021,P.2,P.2,0.6533333,0.067299984,0.062245607,0.22358331,0.0,1.0
hCoV-19/England/MILK-168445A/2021,B.1.617.2,B.1.617.2,0.93333334,0.02863333,0.037088424,0.14683336,0.0,1.0
hCoV-19/France/ARA-HCL021120542901/2021,P.1,P.1,1.0,0.0036333299,0.004633089,0.013416648,0.0,1.0
hCoV-19/USA/FL-CDC-FG-032334/2021,B.1.526,B.1.526,0.35,0.05498333,0.0682825,0.27041665,0.18,0.8200000000000001
hCoV-19/England/ALDP-1DAAEB3/2021,AY.4,AY.4,0.50666666,0.048416663,0.060345743,0.23374999,0.015,0.985
hCoV-19/Scotland/MILK-1DE8D8F/2021,B.1.617.2,B.1.617.2,0.97,0.01921668,0.026155388,0.10008335,0.0,1.0
hCoV-19/USA/PA-CDC-STM-000072031/2021,B.1.526,B.1.526,0.60333335,0.05381666,0.06026737,0.22683334,0.0,1.0
hCoV-19/England/MILK-1AE4FCC/2021,AY.4,AY.4,0.87333333,0.058483332,0.0677081,0.24000001,0.0,1.0
hCoV-19/USA/MN-CDC-IBX338213121610/2021,B.1.526,B.1.351,0.74666667,0.035466667,0.04368421,0.17000002,0.0,1.0
hCoV-19/USA/MA-CDC-ASC210061469/2021,B.1.351,B.1.1.7,0.28,0.03853333,0.04208056,0.17008331,0.135,0.865
hCoV-19/Belgium/UZA-UA-CV1010102527/2021,B.1.617.2,B.1.617.2,0.5966667,0.03838334,0.046703056,0.18016666,0.0,1.0
hCoV-19/England/OXON-F6C407/2021,B.1.1.7,B.1.1.7,1.0,0.0018666649,0.0030666636,0.00999999,0.0,1.0
hCoV-19/England/PHEC-YYBJW76/2021,AY.4,B.1.617.2,0.21666667,0.046916667,0.0499228,0.20341666,0.18,0.8200000000000001
hCoV-19/Denmark/DCGC-126976/2021,B.1.617.2,B.1.617.2,0.57,0.051016666,0.061807767,0.24366665,0.005,0.995
hCoV-19/England/PLYM-1E46DCA/2021,B.1.617.2,AY.4,0.58,0.05973334,0.07392041,0.2868333,0.02,0.98
hCoV-19/England/NEWC-1ED4E37/2021,AY.4,AY.4,0.56666666,0.06955,0.08008324,0.29358333,0.05,0.95
hCoV-19/Brazil/RJ-LNN03086/2021,P.1,P.1,0.99666667,0.019833326,0.013583656,0.056666672,0.0,1.0
hCoV-19/USA/CO-CDC-MMB08869389/2021,B.1.429,B.1.429,0.44,0.059883326,0.06049374,0.2303333,0.005,0.995
hCoV-19/England/ALDP-20D6146/2021,AY.4,AY.4,0.40333334,0.039616667,0.04807806,0.17016667,0.285,0.7150000000000001
hCoV-19/Denmark/DCGC-125977/2021,B.1.617.2,B.1.617.2,0.96,0.026466645,0.01956595,0.07675004,0.0,1.0
hCoV-19/Denmark/DCGC-127665/2021,AY.4,B.1.617.2,0.6533333,0.050266676,0.059781373,0.23008335,0.0,1.0
hCoV-19/England/OXON-F680BC/2021,B.1.1.7,B.1.1.7,0.9,0.022683349,0.025147205,0.09674996,0.0,1.0
hCoV-19/England/ALDP-1CFFA43/2021,AY.4,AY.4,0.99333334,0.03528334,0.024704652,0.09333336,0.0,1.0
hCoV-19/Gibraltar/EXP_12122021-1598874-55/2021,BA.1,BA.1,0.98,0.010766659,0.010516862,0.03675002,0.0,1.0
hCoV-19/England/NEWC-20C7676/2021,AY.4,AY.4,0.80333334,0.060316678,0.03747073,0.14041662,0.0,1.0
hCoV-19/England/CAMC-13A52B6/2021,B.1.525,B.1.525,0.99666667,0.0028999972,0.0012801897,0.0033333302,0.0,1.0
hCoV-19/USA/CA-CDC-FG-050881/2021,B.1.621,B.1.621,0.9766667,0.03438334,0.043436773,0.14666665,0.0,1.0
hCoV-19/England/OXON-F6CA9C/2021,B.1.1.7,B.1.1.7,1.0,0.0026166642,0.003280876,0.00999999,0.0,1.0
hCoV-19/USA/CA-SEARCH-14320/2021,B.1.429,B.1.429,0.57,0.08299999,0.09379709,0.35050002,0.0,1.0
hCoV-19/England/MILK-1D0917D/2021,AY.4,AY.4,0.66,0.050783347,0.052101698,0.20016664,0.0,1.0
hCoV-19/France/IDF-IPP12414/2021,B.1.351,B.1.351,1.0,0.0012499988,0.0020395378,0.0066666603,0.0,1.0
hCoV-19/England/QEUH-1BCB328/2021,B.1.617.2,B.1.617.2,0.87,0.03861667,0.046815,0.16383332,0.0,1.0
hCoV-19/Israel/CVL-5466/2021,B.1.1.7,B.1.1.7,0.6533333,0.03755001,0.045987893,0.17683333,0.0,1.0
hCoV-19/Italy/UMB-IZSGC-233264-1-19/2021,B.1.525,B.1.525,0.31333333,0.046133332,0.0571848,0.20358334,0.035,0.965
hCoV-19/England/HSLL-1663336/2021,B.1.617.2,B.1.617.2,0.97333336,0.028500015,0.03660565,0.15333337,0.0,1.0
hCoV-19/Luxembourg/LNS1784715/2021,B.1.525,B.1.525,0.68333334,0.07948333,0.08585665,0.3335,0.0,1.0
hCoV-19/Canada/AB-ABPHL-18295/2021,A.23.1,A.23.1,1.0,0.0010166657,0.0024312183,0.00999999,0.0,1.0
hCoV-19/Denmark/DCGC-169749/2021,AY.4,AY.4,0.66333336,0.063416675,0.07395269,0.3000833,0.035,0.965
hCoV-19/England/QEUH-2D9CD87/2021,BA.1,BA.1,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/England/MILK-2D82443/2021,BA.1,BA.1,0.95,0.04449999,0.037755057,0.1468333,0.0,1.0
hCoV-19/Spain/CT-HUVH-31282/2021,P.1,P.1,0.71666664,0.04914999,0.053373083,0.20358336,0.0,1.0
hCoV-19/Denmark/DCGC-132146/2021,B.1.617.2,B.1.617.2,0.84,0.028383333,0.03520981,0.13333333,0.0,1.0
hCoV-19/Denmark/DCGC-175584/2021,B.1.617.2,B.1.617.2,0.75,0.0379,0.043888293,0.16349995,0.0,1.0
hCoV-19/Poland/WSSEGorzow-21S0645/2021,B.1.617.2,B.1.617.2,0.40333334,0.06549999,0.03694439,0.13675001,0.0,1.0
hCoV-19/USA/CA-SEARCH-103480/2020,B.1.429,B.1.429,0.63,0.08831667,0.10417164,0.39099997,0.035,0.965
hCoV-19/Mexico/VER-LANGEBIO_IMSS_1405/2021,P.1,B.1.429,0.33666667,0.049200002,0.056065544,0.21024998,0.065,0.935
hCoV-19/USA/LA-CDC-ASC210156333/2021,B.1.621,B.1.526,0.34666666,0.034283333,0.041963473,0.15008333,0.0,1.0
hCoV-19/USA/WA-UW-21052279395/2021,B.1.351,B.1.351,0.54333335,0.15003332,0.1773238,0.5238334,0.28,0.72
hCoV-19/England/QEUH-1A1054D/2021,B.1.617.2,B.1.617.2,0.57666665,0.051916666,0.06258677,0.23025,0.03,0.97
hCoV-19/England/QEUH-12E8BEA/2021,B.1.1.7,B.1.1.7,0.7866667,0.02703334,0.033725213,0.12358332,0.0,1.0
hCoV-19/Denmark/DCGC-154984/2021,B.1.617.2,B.1.617.2,0.8433333,0.039050017,0.042863708,0.17008334,0.0,1.0
hCoV-19/England/ALDP-C26105/2020,B.1.1.7,B.1.1.7,1.0,3.33333e-05,0.0003316622,0.0,0.0,1.0
hCoV-19/Peru/LIM-INS-1517/2021,C.37,B.1.617.1,0.18,0.047750007,0.038930137,0.14375001,0.82,0.18000000000000005
hCoV-19/England/OXON-F52808/2021,B.1.1.7,B.1.1.7,1.0,0.0018499983,0.002722282,0.0066666603,0.0,1.0
hCoV-19/England/QEUH-20DEC6B/2021,AY.4,AY.4,0.85,0.032550015,0.03434187,0.13349998,0.0,1.0
hCoV-19/England/MILK-2D4EE36/2021,BA.1,BA.1,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/USA/NY-PRL-2021_0917_01F11/2021,B.1.617.2,B.1.617.2,0.7266667,0.05153333,0.065025605,0.26024997,0.0,1.0
hCoV-19/USA/NC-CDC-LC0050832/2021,B.1.429,B.1.429,0.36333334,0.0999,0.12265025,0.4641667,0.315,0.685
hCoV-19/England/CAMC-130EE02/2021,B.1.1.7,B.1.1.7,1.0,0.0,0.0,0.0,0.0,1.0
hCoV-19/Colombia/HUI-INS-VG-4804/2021,B.1.621,B.1.621,0.85333335,0.06350002,0.06278379,0.23358327,0.0,1.0
